,date,review,rating
16,2023-12-22 23:22:15,쓸때마다 너무 편함 모든게 간결하고 깔끔하고 렉도없고 다른은행들껀 자기계좌에 있는돈 다른계좌에 옮길려고해도 별 지 랄 염병을떠는데 괜히 사람들이 토스쓰는게 아닌듯 좀 배워라,5
17,2023-12-22 13:58:04,개인적으로 이게 젤 유용할 것 같은데...,5
18,2023-12-21 23:28:22,"요 몇일사이 오늘의 방문미션 클릭이 안되네요
잘 쓰고있급니다 개선해주세요",5
19,2023-12-20 15:23:42,전에는 부모님 허락만 누르면 끝났는데 지금은 부모님이 폰으로 허용을 해줬는데 갑자기 부모님 폰에 토스를 깔아라고 해서 깔고 토스인증서? 그거랑 본인인증 할때도 신분증이나 운전면허증 같은거 찍어야 가능하더라고요 그거를 좀 더 간편하게 바꿔줬으면 좋겠습니다,2
20,2023-12-20 10:44:39,"언제까지 숫자+엉킨 알파벳 조합으로 가나요? 해외 이용 때도 이것때문에 진짜 번거로웠고, 카뱅에서 갈아탔는데 로그인 시간 세배는 더 걸려요. 제발 패턴 로그인 좀 만드세요. 가능하면서 왜 안 하세요?",3
21,2023-12-20 09:21:27,휴면계좌에 29만원 들어있는거 10년이상 모르고 살았는데 토스덕분에 알았고 손쉽게 지금 사용하는계좌에 옮겨놨어요 ㅠㅠ 정말 감사해요,5
22,2023-12-20 07:46:36,"안녕하세요.
토스 늘 잘 이용하고 있습니다. 
한 가지 업데이트 됐었으면 하는 사항 있어서 리뷰 남겨드려요.
서로 공유 가능한 혹은 같이 작성 가능한 가계부 기능 있으면 좋을것같아요. (부부가계부)
이것만 있으면 저는 정말 모든것을 다 토스로 사용할것같아요 ㅎㅎ",5
23,2023-12-19 14:24:58,토스 애용하고있는 19살입니다 신한은행 적금 등 청약통장을 연결 하려고해서 좀 찾아보다가 내 자산을 마이데이터로 연결할 수 있다고 하는데 저는 계좌 추가하기밖에 보이질 않습니다,5
24,2023-12-19 10:29:38,"소득공제 신청하라고해서 하려는데 
사이렌24에서 회원가입도 안되고 어딜들어가서 정보를 입력하고 하러는건지 잘알려주셔야죠
그냥 사이렌24에서 정보입력하고 다시 신청하라는 멘트만 띡 남겨놓으면 저같은 학생들은 신청을 어떻게 하라는건가요?!",5
25,2023-12-19 07:12:57,"사용자 경험을 정말 잘 하는듯

정말 고민하고 머리 정말 많이 쓰는 회사같다",5
26,2023-12-19 01:45:17,아닌ㄴ 제 번호를 입력하면 자꾸만 사용자 정보가 아니라고 떠요 ㅠ 한전 다른 기기에서 로그인 했다가 로그아웃을 했는데 제 폰에서 로그인이 안돼요 왜 그럴까요?,4
27,2023-12-18 22:00:00,"아주 야무지게 잘쓰고 있습니다
혹시 데스크탑 용 도 만들어주세용
UI 가 너무 좋아 컴퓨터에서도 
이용하고 싶습니다  
데스크탑 의견 창 도 만들어주셈",5
28,2023-12-18 12:47:00,"카뱅 미니 쓰는데 연결 안되요ㅠㅠ 제가 처음 깔았다가 지웠는데 토스계좌로는 로그인이 안되서 카뱅
하려는데 카뱅은 미니라서 안되요ㅠㅠㅠㅠㅠㅠㅠㅠㅠ. 17인데 만으로 응애라서ㅠㅠㅠ 하퓨ㅠㅠㅠ츄퓨퓨ㅠㅠㅍㅍ",5
29,2023-12-18 12:08:51,"사람이 몰리면 포인트 랜덤으로 바뀌어지는 것 같던데… 좀 짜긴 합니다ㅋㅋ 그리고 라이브 들어갔다 뒤로 가면 라이브 창이 아닌 혜택 창으로 나가버립니다
그래서 포인트 얻기가 힘들어요ㅠㅠ",3
30,2023-12-18 10:55:22,"다만 광고가 너무 많다
중간에 튀어나와서 진행을 방해하거나 영상 광고라도  없애줬으면한다",4
31,2023-12-17 02:42:01,렉이 너무 심해서 앱을 지웠다가 다시 깔았는데 여전히 느려요.. 다른 뱅크앱은 잘 되는 걸로 봐선 토스 앱 자체의 문제 같아요 현장결제하려고 토스페이 키는데 렉 먹어서 안 열리면 순간적으로 화가 나네요 고쳐주셨으면 좋겠어요,1
32,2023-12-16 14:59:41,"제가 톤을 바꿔서 토스가 계정인증을 하라고 하더라고요? 근데 하려는데 시간이 조금 지난터라 계좌번호나 토스 비밀번호를 까먹었습니다. 그래서 로그인하려고 애를 쓰는데 안되더군요. 지금 쓰고있는 카뱅 계좌연동을 하여 본인인증을 하려고 해도 1원은 입금되는데 무언가 다르다고 하면서 다음화면으로 안넘어가져요 ㅠㅠ 심지어 다른방법으로 하려면 무슨 신분증 사진이 필요하다네요..? 토스 사용하고싶은데 어떻게 하나요?? 정 하다가 방법 없으면 로그인 안하고 처음부터 가입해서 시작하려고 했는데 전화번호랑 통신사,이름,주민등록번호 치니 바로 전에있던계정 로그인화면만 떠서 미치겠습니다ㅠㅜㅜㅜ 무슨 방법 없을까요? 방법 해결되면 별 5개랑 리뷰 남기고싶습니다..",1
33,2023-12-16 02:25:36,"토스 무료송금 때문에 한참 많이 쓰다가
한동안 안썼는데 고양이 키우기 때문에 다시 토스 씁니당
3단계되면 귀여운 고양이가 네모로 변하는게 ㅜ ㅠ... 너무 아쉽지만.. 일단 편하게 잘 이용하고 있습니다!",5
34,2023-12-14 07:29:59,"토스 너무 잘 애용하고 있습니다
혹시 토스 입출금알림 서비스는 언제쯤 오픈이 되는지 알 수 있을까요? 신한은행 사용중입니다",5
35,2023-12-14 04:49:22,제가 토스 계정을 2년 전쯤 만들었는데 카드를 잃어버려서 안쓰고 있다가 다시 계정을 쓰려고 했는데 계정 비밀번호가 기억이 않나서 휴대폰으로 인증하고 카카오뱅크를 현재 쓰고 있어서 카카오 뱅크로 인증을 하려고 했더니 주빈등록 번호가 맞지 않다고 하네요,5
36,2023-12-13 13:08:05,이 앱 너무 좋고 잘 쓰고있는 유저입니다! 근데 하나 추가돼면 좋겠는게 그 토스 현장결제 범위를 조금 늘려주실수 있나요?저는 그거 말곤 다 잘쓰고 있습니다!,5
37,2023-12-12 11:06:11,"거기 왜 한번 받는거 누르고나서 빠져나갈때마다
바로 직전페이지가 아니라 왜 맨앞 혜택메뉴페이지로
빠지는거죠? 한명한테 돈 많이주는게 좀 그른가요?",3
38,2023-12-12 07:14:34,첫 화면에 뜨는 잔액이라던지 거래 내역이라던지 오류를 좀 고치세요 몇년째 계~속 ㅋㅋ 다른 카드 연동하면 잔액 전에 썼었던 기록들 그대로 멈춰있고 ㅠ .. 그럴거면 그냥 토스만 보이게 하세요 왜 굳이 다른 카드들 연동시켜놓는지.. 진짜 은행 어플 중 제일 별로,1
39,2023-12-12 06:25:39,제가 뭘 팔아야하는데 큐알로 해야하거든요 근데 전 처음이라 몰라서요 혹시 편의점 큐알 하는법좀 알려주실수있으신가요? 아 그리고 네이버에서 쿠알다운 버튼을 누르라는데 그것도없네요ㅠ,5
40,2023-12-12 01:18:56,무슨 어플을 새로 깔아야 힌트 확인이 가능합니까 ㅜㅜ 그냥 11번가나 쿠팡처럼 힌트보기 누르면 인터넷 창에서 찾을 수 있도록 하던가 하는게 낫지 않을까요..??,5
41,2023-12-12 00:36:38,"네이버 페이에 토스증권이 합산 안되길래 토스 들어가서 확인해보니 카카오뱅크에서 만든 한국투자 증권계좌는 연결이 되어있는데 정작 토스 증권 계좌는 반영이 안되어있네요

아무래도 같은 회사다보니 자산 추가하기에 토스증권은 선택도 안되고 조금 당황스럽습니다.
그거말고는 편리하게 잘 쓰고있습니다.",4
42,2023-12-11 08:28:16,포트폴리오 이름을 설정할 수 있게 해주세요.,5
43,2023-12-10 07:23:43,토스를 유용하고 간편하게 쓰고 있는 15살 학생인데요 제가 지난 번에 페이스 아이디를 다시 새로 했는데 갑자기 토스 생체 인증이 변경 됐다고 비밀번호를 입력 하라는데 제가 그동안 페이스 아이디로만 써서 토스 비밀번호를 까먹었어요 비밀번호 몰라요 버튼 누르니까 무슨 다른 계좌나 신분증을 가지고 있어여 된다던데 다른 계좌도 없고 신분증도 없어요 상담원과도 전화 해봤는데 아떻게 바꾸는 건지 잘 모르겠어요 현재 제 저금통엔 6만원 정도 있는데 그 돈은 못 빼는 건가요? 방법 좀 알려주세요,3
44,2023-12-10 04:44:21,현재 저금통에 40만원 정도 있는데 8만원만 더 있어도 이제 이 계좌로 돈을 더 못 받을텐데.. 너무 불편해서요ㅜㅜ 제발 토스머니 한도 좀 올려주세요!!!! 최대 100만원이용🩷🩷,4
45,2023-12-10 03:32:12,진짜 너무너무 좋은데 포인트가 안쌓여요ㅜㅜ 설명에는 결제시 금액의 일부가 포인트로 쌓인다는데.. 왜 안될까요ㅜㅜ 에이블리는 가능하다고 나와있는데 한번도 쌓인적이 없어요 설정을 바꿔야 하는건가요?,5
46,2023-12-09 00:40:41,아이폰 14pro 에서 만보기 위젯이 2일 전부터 동기화가 안 되더니 오늘 위젯 삭제 후 다시 배열하니까 아예 검정색으로만 뜹니다,4
47,2023-12-07 15:00:50,기타 자산 으로 보유하고 있는 금도 시세에 맞게 계산이 돼서 총자산에 포함 할 수 있게 되면 좋을 거 같아요,5
48,2023-12-06 22:26:08,이것 좀 안뜨게 설정하는 법 없나요;; 알지도 못하고 이름도 안뜨는 사람인데 뭘 자꾸 가서 토스키라고 말하래;; 친구 3원 받는데 방해나되고;;,5
49,2023-12-05 04:31:32,오류가 매우 잦습니다 로딩이 느린건지 메인화면에서 스크롤만 가능하고 눌러도 실행되지않는문제가 거의 매일.. 내돈 맡겨도 되는지 의문..,3
50,2023-12-04 12:20:00,저는 이전에 딱 크게 잔액 얼마 남았는지 볼 수 있었던 디자인이 나았어요ㅜㅜ 이번에 새로 바뀐 거 답답해보이고 별로예요..ㅜㅜ 디자인 예전거랑 이번에 새로 바뀐거랑 선택해서 바꿀 수 있게 해주시면 안될까야????,4
51,2023-12-03 23:18:41,평소처럼 송금을 하려고 하는데 친구 연락처를 누른 뒤 금액을 적고 비번을 적고 송금을 하는데 보내지지 않는데 전에는 어플을 지우고 다시 깔아서 해결이 된 적이 있었는데 또 안 되네요 해결할 수 있을까요?,3
52,2023-12-03 13:13:32,"안녕하세요, 10대 남성입니다. 제가 실수로 소득공제할 때 잘못된 주민등록번호을 넣어서 신청을 했는데, 너무 놀라서 중간에 나가버렸어요. 그러다가 나중에 확인을 해봤는데 됬다고 되있는거에요. 그래서 취소하려고 했는데 예상치 못한 오류가 발생했다고 떴어요. 그래서 지금 너무 무서운데 어떻게 해야 취소할 수 있나요?",5
53,2023-12-03 10:27:36,안녕하세요! 토스 진짜 잘 쓰고있는 학생입니다! 학교를 길때 버스를 타고갑니다! 토스머니에서 버스비를 넣을수 있던데 다시 뺄수는 없더라고요ㅜㅜ 버스비에 넣어둔 토스머니를 다시 뺄수도 있는 그런 기능을 추가해주시면 너무너무 좋겠습니다!! 100점만점에 100점!! 항살 감사합니다~😆,5
54,2023-12-02 11:24:41,"통장 개설 하려고 했는데 보통은  핸드폰명의로 인증하는게 맞는건데.핸드폰 명의가 한글인데  외국인이라고 한글은 안된다고 하네요. 외국인 등록증에도 한글 이름 기재돼 있는데 외국인은 영문으로만 가입이 가능합니다 라고 뜨는데. 이게 과연 외국인도 이젠  토스통장 만들수 있다 라고 할수있는지 모르겠네요. 
이럴거면 그냥 카카오나 케이뱅크 처럼 외국인은 사용못하게 하는게  맞는거 같아요.",1
55,2023-12-02 09:29:25,친구들한테 물어보니 교통비도 바로바로 돼고 편리하고 간편하게 쓸수있어서 추천받았어요. 그런데 하려고 보니 부모님 동의를 구해야하더라고요 그래서 동의 요청을 보냈는데 동의를 하려면 부모님이 토스를 해야한다고 뜨더라고요 부모님께서 토스 설치없이 동의하실수 있는 방법은 없을까요?,5
56,2023-12-02 07:15:23,"토스 정말 애용중인데요 저번에 한번 재발급을 받고나니 교통카드 한도가 5천원으로 바뀌었더라구요 
이 점이 조금 부담스럽고 아쉽습니다 그치만 토스 정말 편하고 좋아요!",5
57,2023-12-02 05:10:13,"기본 카테고리 분류도 잘 되어 있긴 한데, 저 같은 경우에는 이미 쓰고 있는 저만의 카테고리가 있어서 소비 내역을 일일이 체크해 가면서 수정할 수밖에 없는 부분이 너무 불편합니다. 토스로 아예 가계부까지 옮기려고 했는데 이런 에러 사항이 있네요;; 차라리 토스에서 기본 제공하는 카테고리를 쓸 건지, 아예 커스텀 카테고리를 쓸 건지 둘 중 택할 수 있게 해서 제공하면 더 완벽할 것 같은데 너무 아쉽습니다;; 토스 직원 분들은 토스로 가계부 안 쓰시나.. 흠 나올 법한 얘기였을 것 같은데 ㅠ 개선 좀 부탁드릴게요",5
58,2023-12-02 02:01:26,"최근에 나온 카드디자인이 너무 별로에요ㅜㅜ
차라리 전에나온 디자인이랑 최근에 나온 디자인 둘 중에 선택할 수 있게 해주세요",5
59,2023-12-01 12:39:23,만보기를 하면 하루 최대 몇원까지 모이나요.?,5
60,2023-12-01 10:44:33,"토스 증권으로 한국, 미국장 쓰고 있어요.
미국장 시간에 특히 접속 장애가 넘 심합니다.
증권 에러 안생기게 신경 좀 써주세요.
몇 초도 중요한게 주식인데 에러걸릴때마다 속 터집니다. 부탁드려요. 
다른 혜택은 잘 사용하고 있는데, 혜택을 어디에 정리헤두면 좋을 것 같아요. 주변 사람들한테 앱테크하라고 알려줬는데 어디서 해야하는지 몰라 매번 헤맨다고 하더라고요. 핸드폰마다 위치나 적용되는 혜택(ex. 실험 서비스)이 달라서 어디라고 알려주기도 번거롭고요.",4
61,2023-12-01 08:32:55,"전 원래 운동도 절대 안하고 걷기도 잘 안하던 사람이었는데 만보기 덕분에 하루에 만보도 찍어보고 포인트지점 돌아다니면서 산책도하고 포인트 얻고 너무 좋았습니다. 바뀌고 나서 포인트 지점도 사라지고 이젠 항상 가던 산책 루트도 갈 필요가 없게 되었고 아이템 주는 척 하면서 포인트 그냥 안 주는 거잖아요ㅋㅋ 
아이템으로 걸음 수 늘리기? 이건 진짜 아닌듯요.
사람 갖고 놀리는 거도 아니고 진짜 아이템 받을 때마다 짜증나요.",1
62,2023-12-01 01:45:13,"예전에 안좋은 리뷰 달았었는데
요즘은 잘 쓰고 있어서 수정해요
편한 어플",5
63,2023-12-01 01:16:08,"오늘 가입해봤는데
거주지를 두번씩 눌러야 눌러지고
비밀번호 특수문자도 입력불가능한 문자들이 있는 것 같은데 안내가 안되어 있어서 당황했네요. 
분명 조건에 다 맞췄는데 진행이 안되더라구요.",5
64,2023-11-30 16:53:43,"주변 지인들이나 가족들은 일주일 방문 미션이 카테고리 항목에 포함되어 있어 하루에 적어도 20원씩은 받는데, 제 토스에서는 일주일 방문 미션 항목이 아예 보이지 않아요. 업데이트를 몇 번이나 해도 카테고리에서 찾아볼 수 없어서 매우 답답합니다.",3
65,2023-11-30 13:40:00,만 17세라 토스 유스 카드를 신청하려고 보니 만 16세까지만 만들 수 있다고 되어있던데요. 청소년 기본법에서도 청소년을 만 9세부터 만 24세 까지로 정의하고있는데 청소년카드라는 말을 내세워 카드 홍보하는 분들이 지금 고등학교 다니는 학생들은 제외하면서 유스카드라고 적어놓나요? 그렇다고해서 주변에 만 17세가 카드 발급을 못 받은것도 아니고 제대로 시행도 안 될 거면 아예 만들지를 마세요. 고등학생은 청소년이 아닌가요 ? ㅋㅋㅋ ㅠ 청소년이라는 이름으로 내세울 거면 카드 발급 나이를 만 24세 까지로 늘리던가 유스라는 명칭은 사용하지 마세요. ㅋㅋ,4
66,2023-11-30 11:24:43,"토스가 한 눈에 보기도 편하고 여러 혜택이 있어서 자주 들어갔었는데요. 어느 순간부터 혜택이 점점 줄기 시작하더라구요. 이자나 만보기도 금액도 줄어들고 중간에 포인트 대신 선물상자 같은 거 나오는데 진짜 쓸데없고 포인트 점줌 줄이려는 수법 같아서 이용 안하게 되더라구요.
가장 큰 문제는 앱 자체에 들어갈 때마다 로딩 되는 시간이 너무 길어서 혜택 페이지 들어가려면 시간이 정말 많이 소요되구요. 통장 잔고 확인하는 것도 업데이트가 느려서 실제 잔고랑 표시된 금액이 달라요. 새로고침하고 한참 기다려야 확인할 수 있더라구요. 앱 재설치+업데이트도 완료했어요 !
이렇게 퇴화되는 앱은 처음이네요 .. ㅎ 요즘은 카카오뱅크가 차라리 더 나을 것 같다는 느낌이 들어요🥲",1
67,2023-11-30 07:38:33,"송금 완료할때 들리는 사운드좀 제발 끄게 해주세요 

테블릿 쓰다가 폰으로 송금만 하면 자꾸 블루투스 이어폰이 넘어가잖아요 

구지 안들어도 되는 음인데 왜 끄지도 못하게 해놨습니까",3
68,2023-11-30 03:09:25,"본인은 붕어빵이 먹고 싶어서 추워지길 기다리는 사람이다. 붕어빵 뿐만 아니라 어묵, 닭꼬치 같은 길거리 음식을 좋아한다. 길거리 음식을 사 먹을때는 대부분 현금만 받아서 곤란한 경우가 많다. 요즘 세상에 현금 쓸 일이 별로 없다보니 가지고 다니지 않는다. 그럴때 필요한 것이 ‘토스’ 어플리케이션이다. 토스는 계좌이체를 쉽게 도와준다. 이와 동시에 강력한 보안 시스템을 갖추고 있어 믿을수 있다. 그리고 이런 금융 서비스 뿐만 아니라 투자, 대출, 보험 등 다양한 부가 서비스를 제공한다. 이런 어플을 안 쓸래야 안 쓸수가 없는데 그래서 많은 인기를 끌고 있지 않나 싶다.",5
69,2023-11-29 09:10:31,교통 카드 만원 충전 했는데 안주네요ㅋㅋㅋㅋ 다시 새로고침해도 안돼고 앱도 지웟다 깔아보고 폰도 껏다 켜봣는데 뭔 문자로 상담해도 계속 10원으로 테스트하라는데 왜하는 거죠? 이런식으로 1000번 해서 만원 돌려받으라는 건가요? 막 카드 새로 사라면서 또 4000원 가져가겟죠??? 뭔 카드도 새로 온거고 뭐가 문제가 잇나요?? 결제는 잘만 하면서 교통카드는 맨날 오류ㅠㅜ 아직도 안주네요 또 뭐 여기따 답변으론 매크로로 뭐 토스이용자님 어쩌구 앱 사용중 불편 하셧다니 죄송함다 불편하면 고객센터에 연락하세용 이러겟죠??,1
70,2023-11-28 08:02:34,토스에서 가계부 만들어주세요..카드쓰면 자동으로 써지는..다른 가계부어플은 수동이라 너무 불편해요 토스에서 가계부 하나 만들어주시면 안될까요 ..,5
71,2023-11-28 03:47:18,"주민등록 뒷자리가 5로 시작하는 교포입니다

사실상 거의 한국에 거주하고 국민은행 쓰는데 가입이 않되네요",5
72,2023-11-28 00:29:48,분명히 은행앱에서는 돈 들어왓다고 하는데 토스는 아무리 새로고침해도 안 들어왓다고 야랄임. 그래서 계좌삭제하고 재등록 하려고 해도 삭제 안됨 짜증남. 업데이트해도 버그 천지임 앱개발자 머함? 그냥 앱 딸랑 만들어놓고 놀고 있는듯 ㅉ 한ㅅ하다,3
73,2023-11-27 13:32:50,"‘전체’ 화면에 카테고리가 엄청 많은데 그 중에서 원하는 카테고리를 맨 위에 고정할 수 있는 방법이 있나요?
부모님께서 토스앱을 주로 사용하시는데 항상 헤매십니다 ... 혹시 가능하시다면 ..ㅜㅜㅜ",4
74,2023-11-27 10:48:56,"토스 잘쓰고있어요!! 특히 청소년 토스 모의주식투자
기능 좋아요!!! 항상 좋은 이밴트해주셔서 감사합니다!!",5
75,2023-11-27 09:22:51,"아니 포인트로 매일 들어가서 하나씩 캐릭터를 까고있었는데
이건뭐 뽑고 3일안에 500원 못모으면 사라지게해놨네
누구머리냐 이제
안한다 광고안봐줄게",1
76,2023-11-27 01:08:53,500원으로 오른거 실화냐… 카카오처럼 캐릭터 퀄리티 높은 것고 아니고 동그라미에 눈코입 박아넣은 걸 500원에 구매하라니 ㅡㅡ,1
77,2023-11-26 02:26:55,"같이 사는
가족은 혜택-일주일 방문 미션이 있는데 전 안나와서 찾아보니 다른 분들도 새로 생겼다고 하는데 저는 계속 안 나오네요. 
업데이트도 다 했는데 어떻게 해야 일주일 방문 미션 나오는 건가요?",4
78,2023-11-25 15:49:28,저번에 토스에 접속했었을 때 룰렛 돌려서 사진관 무료? 그런 게 있더라고요 그런거 사기인거 조금만 찾아보면 나오는데 그런 걸 토스에서 배너에 걸고있고 그렇다는 사실이 조금 어이가 없더라고요 더군다나 이 앱을 사용하는 사람의 주 연령층도 어린 애들도 많고요 앞으로는 돈을 버는 것은 좋으나 사기같은 내용의 광고는 걸지 않고 잘 확인하고 하셨으면 좋겠네요,5
79,2023-11-25 04:57:32,소장 100포인트였는데 사전 공지도 없이 500포인트로 5배나 비싸게 바꿔버리시네요;;,1
80,2023-11-24 15:09:31,예전에는 포인트라도 많이 줘서 괜찮았는데 날이갈수록 포인트 줄이면서 왜 줄어드냐 물어보면 더 많은 고객들 헤택주기 위함이라는 어처구니 없는 답변.. 일년전에는 만보 걸으면 100포인트 줬는데 지금은 끽해봐야 25포인트 줌 ㅠ ㅋㅋ 왜 퇴행하냐,1
81,2023-11-24 11:15:55,"캐릭터 뽑기 방식 변경된 후로 뽑기가 안됩니다.
잠시 뒤에 할 수 있어요 버튼만 나오네요.",4
82,2023-11-23 13:42:16,푸시알림을 아무리 꺼도 매번 새로운 알림으로 광고질임 아예 앱 자체를 차단하면 입출금이 안뜨고 진짜 질 떨어진다,1
83,2023-11-23 11:44:39,"토스를 잘쓰고 있습니다
요즘 아이들도 토스를 쓰고있는데 아이 핸드폰을 봐야 카드를 어디에서 썼는지 확인 할수있으니 너무 번거롭고 아이들 용돈 관리가 잘 안됩니다
부모 핸드폰에서도 아이들이 어디에서 썼는지 확인할수 있도록 해주세요~",5
84,2023-11-23 10:29:50,"처음에는 개인정보등 여러 항목 동의하는거에서 10번 넘게 동의 눌러도 다시 이전에 이체금액 넣는 화면으로 넘어가더니 
겨우 민증으로 인증하고 핸드폰 번호 인증하고 넘어갔더니
토스에 연결된 본인 계좌로 인증하는 탭에서 동의 눌러도 계에에에에속 이체금액 넣는 화면으로 되돌아갑니다
본인이 본인 돈 이체한다는데 왜 자꾸 이전단계로 돌아가고 할수가 없나요? 돈이 있어도 이체가 안되니 토스에 넣은 돈 전체에 대한 불안함이 생기네요. 왜이러나요?",2
85,2023-11-23 10:01:05,토스 앱에대해 정말 할말이 없습니다. 너무 잘 만들었고 애니메이션이나 햅틱에도 디자인을 잘 해서 너무 잘 쓰고 있습니다. 특히 카드를 만들었는데 제가 배송상태 확인 안해도 시스템은 바로 카드 등록을 해둬서 꺄야아….내 맘이 어떻게 알아….ㅠㅠ 대한민국 최고의 금융앱이라고 할 수 있을 거 같아요!!!,5
86,2023-11-22 22:56:16,"한동안 다른사람들 무료캐릭터뽑기 다 뜰때 저는 뜨지도않고 50원주고 뽑고 소장하기 100원 이었는데 오늘 갑자기 무료캐릭터뽑기가 뜨더니 소장하기가 500원이라구요? 장난합니까?
그동안 캐릭터 무료로뽑고 전부소장한사람도있는데
정말 짜증나네요",1
87,2023-11-22 12:37:20,아니 진짜 토스 심각하게 처 느림 계좌 잔액 보려면 새로고침 5번울 해야댐 나 아이폰14프로 쓰는데 이거 폰문제가 아니라 걍 토스 자체가 졸ㄹㄹ라 처 느려서 열불나뒤질듯,2
88,2023-11-22 07:37:09,충전이 안되네요 그전까지는 잘 쓰고 있었는데 갑자기 충전하거나 잔액 볼려고 하면 로딩만 되고 실행이 안됩니다. 티머니는 잘만 되는데 유스 카드만 안되네요ㅜㅠ 당황스럽습니다,5
89,2023-11-22 03:42:18,ios 17.1.1에서 주문 상세내역에서 텍스트가 약간 엉켜있음 그래서 공동구매 송장 조회가 안됨… 넘 당황스러움 쇼핑에서 송장 조회가 왜 안돼요…?,3
90,2023-11-21 22:07:12,안녕하세요 토스카드를 잃어버린지 한1개월정도 됬어요😫 고객센터에서 분실신고를해도 지금까지 답이없자 카드를 다시 재발급하려는데 새로나온 카드밖에 없더라구요… 그 이전 카드는 없어진건가요…..? 빠른답변 부탁드려요..,2
